id,premise,hypothesis,lang_abv,language,label
351b97da51,fda suggest may associ bse form human tse known new variant creutzfeldtjakob diseas,fda believ link connect diseas,en,English,0
9831ebb202,around corner huge dome neoclass panthon,pantheon classic era,en,English,2
05bf6e8b22,la vida de un bato loco geschrieb informant linda katz erneuert werk gut beispiel literar gebrauch cal,katz fahndet drogenschmuggel,de,German,1
f7e273c8fa,final rule contain feder assess execut order,final rule feder assess ad execut order presid,en,English,1
fe402b9ebd,soon strong enough move,soon could move leg,en,English,1
038b44a483,,,el,Greek,2
4e22091464,,,hi,Hindi,2
a241d033c1,dont call immigr anymor back granddaddi day,use call immigr,en,English,0
a6e9d522ff,dark eye eyelash would beauti,would beauti brown eye,en,English,1
715ae448ee,هكذا، لدى واحد منهم قصيدة شعرية رومانسية مكتوبة باللغة اللاتينية حيث تتضمن الأبيات الأولى المتاقابلة كلمات خاصة بالرجل المرأة,تم ذكر الطيور والنحل في هذه القصيدة اللاتينية ولكن لم يتم وصف أي شخص,ar,Arabic,2
688c90d823,look good new cut care rip away oilskin,oilskin rip away,en,English,0
48425ae085,جو ہمیں فوج کے ساتھ چھوڑ دیتا ہے,آرمی ہم سب کو چھوڑ دیا ہے,ur,Urdu,1
352c4f7f76,xviii يشير إلى هيوفوس بمعانيه العامية، الكرات، وليس بالمعنى الحرفي، البيض,هوفوس تعني الكرات,ar,Arabic,0
d0eb90848c,lc sm nht ca tr em khi gi cng bc th thch chng thc hin nhim tch ri ngh khi hin thc,tr em khng th tham gia vo vic to tin tng,vi,Vietnamese,2
b2b798cf16,,,el,Greek,2
1f9af7fd02,yah shaapit peteekots hai jo aap ka dar bana raha hai,,hi,Hindi,0
5c9e13c857,sustain assault orient premis prestig came left,attack premis came left,en,English,0
ca2b73a0ff,линда хардуик директор развитие,линда хардуик главен изпълнителен директор,bg,Bulgarian,2
3aaaa47369,เลนนี บรูซเริ่มบทแถลงของเขาด้วยวิธีการนี้ และฉันอ้างอิงจากความทรงจำแย่ ความต่อเนื่องของอาชญากรรม โรคภัย ความทุกข์ทรมานและความตายที่เกิดขึ้นกับฉันตลอด อัลเบิร์ต ชไวท์เซอร์ และ เจ เอ็ดการ์ ฮูเวอร์ในธุรกิจ,bruce ขอโทษ,th,Thai,0
0ed45de23c,citi plan build communiti center lincoln place futur fire station site,site identifi potenti communiti center fire station,en,English,0
098a353e50,expect anc would overse land reformreturn land seiz apartheid forc migrationsand wealth redistribut met,anc would charg land reform,en,English,0
c8b824d5e3,kolonun stndeki bir platformda yatar pozisyonda chaacmoolun oyulmu bir figr vardr karn adaklar almak iin bir kaseye oyulmutur baz uzmanlar vcuttan taze insan kalbininde buna dahil olduunu dnmektedir,chaacmool nemli tanr olduu iin insanlardan teklifler alrd,tr,Turkish,1
24eed65cb2,oh gott ramona gestand,ramona mustert schweigend,de,German,1
5a02690494,دھماکے میں چھ افراد جاں بحق، تقریبا زخمی ہوئے، اور عالمی تجارتی مرکز اور شہر کی ہنگامی تیاری میں خطرے کا سامنا کرنا پڑاتیاری,دھماکے سے تقریبا کوئی نقصان نہیں ہوا,ur,Urdu,2
636191b646,وفاقی ملازمین بھی سما جی انشورنس پروگراموں جیسا کے سوشل سروسز اور میڈی کیر سے انہی شرائط وضوابط کے مطابق فائدہ اٹھاسکتے ہیں جو دیگر آبادی پر لاگو ہوتے ہیں,فیڈرل ملازمت باقی احاطہ آبادی کے طور پر اسی شرائط اور حالات پر متفق ہیں,ur,Urdu,0
f3f958f645,اب تک کے نتائج یہ ہیں ابنے عطیہ نہ دینے والے فارغ التحصیل طلبہ سے حاصل کرنا چاہیے سب سے بڑا عطیہ ڈالر اور سب سے چھوٹا پانچ ڈالر کا کیا گیا۔,کسی نے بھی پانچ سو ڈالر سے زیادہ کا چندہ نہیں دیا ،جو کہ مایوس کن تھا۔,ur,Urdu,2
90d814f30b,portloui way grand terr west coast point pitr extend vast mangrov swamp,there swath mangrov swap portloui point pitr,en,English,0
5053a7180d,standard technolog assumpt scenario use eia develop aeo refer case project,eia use standard technolog assumpt elimin aeo refer case project,en,English,2
35f6e69057,мног происход матер сид наркотик,матер явля наркоманк,ru,Russian,1
a0ad8dd100,psikolojik destek yaam desteinden farkldr burada pilotlar yksek irtifa kabinlerinde bin feet yukar kaldran sonra yere indiren basn kabinlerini idare ediyor,pilotlarn ayda yaklak kere ykseklik odalarnda test edilmesi gerekiyor,tr,Turkish,1
48a836d188,kh cht ca thi,khng phi xu th ca thi,vi,Vietnamese,2
0dcf1fa574,ами мисля така де не знам наистина не съм си изяснила чувствата си относно тестването за наркотици аз съм напълно чиста и никога няма да си помисля да употребявам наркотици,мисля че е така но не съм напълно наясно с чувствата си когато става дума за опитване на дрога,bg,Bulgarian,0
03605d342c,best could hope,great deal,en,English,1
c484028650,weicker yet declar intent,weicker intent declar yet,en,English,0
42cd5b4389,simmon probabl rap greatest entrepreneur live new york schmooz banker fashion design record execut cut deal conglomer time warner,simmon live chicago never social make busi deal,en,English,2
1517a2e0b2,mesela bir program bakannn hazrlad uzun laflar hakknda bir ka vg dolu tantm yazs,bir program bakan baz tantc aklamalar hazrlad,tr,Turkish,0
7f3a5a1974,расположен здан эт технологическ чуд,предотврат сползан здан океа понадоб больш количеств технологическ средств,ru,Russian,1
680818195f,navon trouv aucun preuv ksm tait prsent maison hte islamabad o larrest yousef a lieu comm cel a suggr press,yousef a arrt,fr,French,0
11a57035b2,neat think wrote stuff otherwis lyric kind,wrote pretti cool,en,English,0
56eff01e11,departur permit take advantag lower cost live well reunit spous children,departur help take advantag low cost live south,en,English,1
607de733d1,didnt listen,listen intent,en,English,2
69ffe4954f,produc local grown restaur organ garden,produc come mexico,en,English,2
ea8c5f565b,day may well come barlow dyson seem believ book publish know disappear,barlow dyson believ book publish possibl disappear,en,English,2
c3c0b1e5d9,folglich steigt zunehm vielfalt objekt web vielfalt prospektiv nisch fr neu gter dienstleist schnell,mehr objekt web nischenmrkt schwierig,de,German,2
d5d9a13f31,في نفس الوقت كان المجتمع في المملكة العربية السعودية مكاناً قامت فيه القاعدة بجمع الأموال مباشرة من الأفراد ومن خلال الجمعيات الخيرية,حصلت القاعدة أيضاً على أموال من الشركات,ar,Arabic,1
e4974da89a,check central bank tripl interest rate use hard currenc reserv reduc billion readi cash buy back rubl,bank doubl interest rate way check,en,English,2
25c22a6fbb,okay okay that gte purchas tigon yeah that,tigon definit part gte,en,English,0
9101b164ca,saw stark buri earth scream merci death would never come crawl rock decad later,stark ran away could captur,en,English,2
84d5771625,take american higher opinion moral even,take unusu high opinion moral,en,English,1
c171dff3e6,مثل روس تكافح ميهتا للتعبير عن فضائل ويليام شون التى لا توصف,فضائل ويليام شون فائقة الوصف يصعب التعبير عنها لأي شخص,ar,Arabic,1
91295d2676,คุณครูอธิบายในแนวทางที่เธอคิดว่าเหมาะสมกับผู้ฟัง,เธออธิบายทฤษฎีของวิวัฒนาการให้แก่ผู้ฟังของเธอ,th,Thai,1
e27053fc2c,ако ситуацията ескалира може да бъде свикана конференция за заплаха,може да има конференция за заплахи,bg,Bulgarian,0
23ec23d000,,,el,Greek,1
e6140f17a6,grimac doubt,grimac doubt,en,English,0
461eaede81,practic look old french ladi happi old look say get hang move gradual big leagu,practic look older french women,en,English,0
645cc86273,howev corequest approv addit corequest restrict time releas product issu,restrict time releas product,en,English,2
6a7ed2fdc8,need use mail would help sent comment write diskett word ascii format,would help could soft hard copi comment,en,English,0
b618dd7436,yeah think ill probabl go one splint brace someth,doctor like say use splint brace,en,English,1
c3b69ac6b0,new madeiran trade sugar era domin luxuri item britain flander prove skill art winemak,sugar luxuri item,en,English,0
a47e109afe,لقد تمكن حوالي ممارس عام من الوصول إلى تقارير التعليقات على الإنترنت خلال عام ونفذت شركة hic المزيد من التحسينات لتشمل التغذية الراجعة إلى الممارسين الطبيين الآخرين,لم تقم hic بتغييرات في ردود الفعل,ar,Arabic,2
a999f2e69a,occur crimin standard low one,realiz crimin small ideal care other like,en,English,1
903dfa5975,salesladi color softsel market wear tradit martiniqu costum,wear tradit martiniqu costum provid sens authent legitimaci,en,English,1
f358a75c49,littl corner world polici wonk exampl,exampl polici wonk other made,en,English,1
b1ed9470a3,rule prohibit sale nicotinecontain cigarett smokeless tobacco individu age requir manufactur distributor retail compli various condit regard sale distribut product requir retail verifi purchas age photograph identif prohibit free sampl limit distribut product vend machin selfservic display permit method sale facil access individu prohibit limit advertis label children adolesc expos prohibit promot nontobacco item hat tee shirt prohibit sponsorship,rule allow cigarett contain nicotin sold anyon year age,en,English,0
8836e92cfc,oh yeah ibm uh mean uh lot peopl use human factor folk ibm im look right,one think human factor im interest ibm,en,English,2
456a03b2a0,eitli tiyatro konularyla ilgili kapsaml bir slayt gsterisi ktphanesi,slayt gsterileri biyolojiyle ilgili,tr,Turkish,2
c12bd826e3,set clear land agricultur set fire massiv tract forest,forest clear fire,en,English,0
8a27d31c68,like time went florida need rent car know believ,went florida need rent car,en,English,0
5083cefd96,unrest polit extrem surfac time time sinc aid franc vital french custom ingrain seem almost inconceiv fwi seek total independ caribbean island done,polit extrem,en,English,0
0851e71edc,г близо две трети от известните лидери на ал кайда са убити или заловени,повечето лидери на ал кайда бяха отстранени до г,bg,Bulgarian,0
b940387cda,,,hi,Hindi,1
14b5749b74,fbi rababah,,el,Greek,1
409fc16adf,,,el,Greek,2
582c1da72b,total electr expenditur increas depend year scenario see tabl tabl appendix detail chang pattern expenditur,util cost vari,en,English,0
ae6dceab39,ilikuwa raha mno na na nilikuwa nmevuma sana nafikiria ilikuwa ni wiki moja baada ya kujitokeza,nilikuwa kule usiku ikifunguliwa kwa hakika,sw,Swahili,2
bcb0c65889,review indic food drug administr compli applic requir,food drug administr strict requir,en,English,1
8ccb8fdc4b,high correl summer month area,six correl winter certain area,en,English,2
9b936c3722,adrin nod,adrin nod head,en,English,0
2d71a899f4,polit sound strang come desert nomad,desert nomad polit seem strang,en,English,0
cfb4f95b61,texa legislatur instrument effect chang state benefit program provis sever piec legisl,benefit program place alreadi littl impact,en,English,2
bdfd19af00,back know pull spot uh rent year rent daili night week whatev,way rent month,en,English,2
fb2c75dd8b,goal remain influenti india approach new millennium continu modern industri increas agricultur output,india industri modern,en,English,0
40d7b4b8cd,exist cre pist molecul biosfer constru s mism form persistent rgim supervivient grup propagacin linaj,biosfer cambi segn temperatur,es,Spanish,1
3e1e7d1f06,huh havent attempt im satisfi right gas credit card use,happi current card,en,English,1
d9a852ef31,yes kind famili fun fun thing kid enjoy,involv famili fun kid love,en,English,0
6f230d7ea8,im busi,busi right,en,English,2
d42db61f1a,arent break promis decid take ball go home,go home arent break promis,en,English,0
69e5b2bad5,по този начин се получава романтично стихотворение написано на латински в което на първия ред се съдържат думите за мъж и жена на противоположните краища на реда,любовната история изобразена в стихотворение на латински обяснява причината за разстоянието между мъжа и жените в средата на първото изречение,bg,Bulgarian,1
c28c387281,second sight jon saw sandoro grappl much larger man,sandoro fight,en,English,0
c1f4daa72a,,,el,Greek,2
a90ac72bea,your craze beresford,dement beresford,en,English,0
f7cb75d5f3,,,zh,Chinese,1
f88cc4751c,firstclass mail use household pay bill household bill mail ie,firstclass mail use household pay bill,en,English,0
2d848b4125,yeah yeah uhhuh yeah saw one uh find uh uh get dollar movi know theyr uh theyr dollar half dollar quarter dollar half,dont think get anywher,en,English,2
fe60febee5,south former fish villag sorrento positano spill craggi cliff serpentin amalfi coast justifi taut one world beauti drive,sorrento use fish villag,en,English,0
be7078c1b3,help identifi solut problem senat fred thompson john glenn chairman rank minor member respect senat committe government affair request studi organ superior secur program identifi manag practic could benefit feder agenc,better manag practic result robust secur infrastructur,en,English,1
8601b542d1,action soulev simpl deux planch bois main,deux planch soulev robot,fr,French,1
2c703f584c,fbi,fbi,el,Greek,1
76d53fbb3a,porch stoop symbol vibrant social life stop use gather place rather practic reasonair condit,renew interest outdoor gather place trendier citi,en,English,1
6083c792f7,speech inflammatori,speech calm,en,English,2
e0cb3746c5,dont know,first clue,en,English,0
63d5b72ac8,zgert verwendet ausdruck umgeb ungewohnt eleganz befindet beispiel aperitif elegant restaurant schlrft schar kelln smoking,ausdruck grbsten lssig situation verwendet,de,German,2
47e549fcf2,one thing worri dread heart gave great throb relief saw ulster lie careless back chair,one thing worri,en,English,0
d4d21f9a87,two person pronoun problem go get serious,go problem edit paper,en,English,1
571a3b3919,xviii эт ссылк huevos сленгов значен яйц буквальн значен яйц напр курин,хуэвос означа яйц,ru,Russian,2
f158058cc7,تُظهر مقالة ستيفنسون افتقارًا جوهريًا لفهم ما تستلزمه حملتنا,تفصّل مقالة ستيفنسون فهمه العميق للعملية المعقدة لحملتنا,ar,Arabic,2
3fefead998,doesnt look good,look realli bad plan,en,English,1
ca745ece96,cmo podr honest hab deten trat,detuv tan pront vi,es,Spanish,2
2c5f59ddfa,tax purist would argu valu homemak hard workand intrafamili benefit presum receiv return itshould fact treat incom tax like wage paid outsid servic provid babi sitter housekeep,tax purist valu homemak hard work tax,en,English,2
b1890989fc,хот возмущ тон слов подав чувств обид,очен понрав слов котор обрат,ru,Russian,2
988c5f0420,despit thcenturi origin garden avoid rigid geometri tuileri versaill,garden around well thcenturi,en,English,2
35865c53c8,person parti uh phone answer phone uh commerci thing,public parti doorbel answer thing,en,English,2
6df6ea0e14,inde percent columbiahca bed lie empti compar percent nonprofit bed,columbiahca bed empti said report,en,English,0
0c9763b670,see also intern control manag evalu tool gaog august,evalu tool use work research studi,en,English,1
ba3dbaef6b,ja gut legal kurzwaff texas nein kann haus,verbrech texas ffentlich waff trag,de,German,1
5785f9b2c3,لیکن میں آپ کو زمین کی جلدی میں جلدی میں تھا,فرد ایک محبت کرنے والا چاہتا تھا,ur,Urdu,1
dc366b6a84,отношенията му с нея останаха близки през цялото време докато беше в съединените щати,той имаше връзка с американка,bg,Bulgarian,1
a1ba7a382c,statu behead sever year ago island blame josephin role slaveri martiniqu,mani slave use work sugarcan field,en,English,1
f19cfef124,поскольк врем стоя колен упир лбом дерев соб дум мол немн стыдн,клад голов дерев,ru,Russian,0
305ec16794,balanc scorecard institut web clearinghous manag exchang inform idea lesson learn build strateg manag system use balanc scorecard approach,manag exchang idea inform manag system balanc scorecard institut websit,en,English,0
bbbe139ca6,uhhuh cant skirt poor thing,need wear someth els,en,English,0
1072b1f42d,welsh buch list ausprach enthlt schaut dorthin erfolg,list aussprach berhaupt geholf,de,German,0
f3b7dab9e6,rien soulign complexit subtil langag faon plus frapp problm commun entre pilot membr dquipag contrleur circul arien,pilot trop occup vol bien communiqu,fr,French,1
62aa8b9c95,credibl vital factor jim lehrer inde,jim lehrer lot credibl good,en,English,0
f054a563b9,جھوٹے عقیدے کے مالک سے پتہ چلتا ہے کہ بچوں کو عقائد کو تفسیر کے طور پر، نہ صرف حقیقت کے طور پر,بچے عقائد اور حقیقت کے درمیان فرق سے متذبذب ہو جاتے ہیں,ur,Urdu,1
4ffecc77e3,argument would harm seem unpersuas,peopl worri amount harm could,en,English,1
2156f1ce7a,appropri agenc repres help resolv,right agenc employe help fix,en,English,0
68722cb67a,inde democrat counteroffens alreadi begun,previous offens move made,en,English,0
ab03786f37,,,zh,Chinese,0
df456f4cba,,,zh,Chinese,1
d6be9c247c,,,zh,Chinese,2
a2b02a1cca,,,zh,Chinese,2
d49a8a3dab,lie back dont think,reclin clear mind,en,English,0
6a41432474,ในระหว่าง และ แอททาและโอมารี พร้อมด้วยซาตัม อัล ซูคามี เวล อัล เซอริ และวัลลีด์ อัล เซอรี ได้ลงชื่อและขึ้นเครื่องบินไฟล์ท ของ อเมริกันแอร์ไลน์ที่มุ่งหน้าไปยังลอสแองเจิลลิส,แอตต้าและโอมารีนั่งอยู่ริมหน้าต่างในขณะที่คนอื่นนั่นอยู่ที่เกาะเล็กๆ,th,Thai,1
a7c1f8a525,spoil sport,peopl think bore,en,English,1
74d668f345,four infinit minut went,four minut felt like infin due anticip everybodi felt,en,English,1
3bbb1a205c,franc knew good thing seiz one britain,franc knew good,en,English,0
fc8cdb8884,گورجس ڈا اپریمنٹ باربیزون کے چھوٹے شہر کے قریب، جو کہ ویں صدی کی زمین کی تزئین کی پینٹنگز کے نام سے واقف ہیں کم بھیڑ ہوتے ہیں,barbizon ass pass gaon mein itnay zyada log nahi han,ur,Urdu,0
cc3ad928f3,vatican ii gave rise less hierarch outwardlook catholic set stage onceunthink innov like plaincloth nun celebr mass english modern languag,vatican ii catholic becam less insular focus,en,English,0
ed2ebdf30d,ขึ้นอยู่กับระยะเวลาโดยประมาณที่จำเป็นเพื่อให้สำเร็จในแต่ละขั้นตอนจากทั้งหมดสี่ขั้นตอนที่ได้อธิบายไว้ข้างต้น ระยะเวลาโดยประมาณที่จะดำเนินการทำให้ scr เผาไหม้หนึ่งหน่วยอย่างสมบูรณ์อยู่ที่ประมาณ เดือน,มันคงใช้เวลามากกว่าหนึ่งปีที่จะบรรลุผลเอสซีอาร์ในหนึ่งหน่วยการเผาไหม้ได้อย่างสมบูรณ์,th,Thai,0
112d073f66,ถ้ามันถูกปิด คุณต้องทำการปรับเปลี่ยนให้เข้ากับตัวควบคุม,เครื่องควบคุมจะเปลี่ยนความดันทุกอย่างในชุดของคุณ,th,Thai,1
a081cb5088,การแบ่งแยกตำแหน่งประธานสมาคมทันตกรรมแห่งรัฐอินเดียนานั้นจะเป็นตัวแทนสมาคมทันตกรรมแห่งชาติแห่งแรกในประเทศที่จะทำให้โรงเรียนทันตแพทย์บรรลุเป้าหมายดังกล่าว,อินเดียน่าเป็นรัฐแรกที่กลุ่มทันตแพทย์ทำงานร่วมกับโรงเรียนทันตแพทย์ในวิธีการแบบนั้น,th,Thai,0
e777a0c55a,public health offici version line take wife pleas tell american eat kale five time week,eat kale five time week may result wife leav,en,English,1
e19fd270bd,right thank bye bye,hello stop upset,en,English,2
32c34c738e,awar studi compar number word averag person could expect hear spoken typic day year ago vs number heard increas sure vast,though ive never read research regard mani word peopl heard back compar im sure number gone,en,English,0
79f09e6e3c,,henry kissinger,zh,Chinese,1
1834c0ee9c,beyond quantit culd qualit perspect youth employ program,paper look veteran employ program,en,English,2
cc7730d8ab,adam gopnik ca new yorker ni rng venice biennale bi cc ngh pop nhiu nm loi khi cng vic tt nht ca jim dine claes oldenburg ngi ngi bn cnh,venice biennale dn tha tht,vi,Vietnamese,2
d23bcd9370,ڈپریشن کے دوران،یہ سب سے غریب صوبہ تھا، بھوک کے قریب,صوبہ اس علاقے کے کچھ امیر ترین خاندانوں کے رہنے کی وجہ سے جانا جاتا تھا,ur,Urdu,2
99cb01d602,treasur beach south coast,treasur beach south coast,en,English,0
99ff4efdeb,yeah dont know there seri pay attent tri watch cheer,watch cheer everynow dont watch mani seri,en,English,0
ab5687a543,town five thousand one uh local fm station news fed cnn uh uh,local town radio station reli cnn news,en,English,0
070d11274d,wanniski compani drub wall street journal new york time,wall street journal also drub other,en,English,1
2bb22e4adb,sieh geheimdienstbericht verhr ksm juli septemb,whrend vernehm diskutiert ksm hauptschlich gedank ber wasserpolo,de,German,1
b46b0e8550,read slate bush flaunt courag clich,slate depict bush flaunt courag clich,en,English,0
4ba633cfe7,think put one,consid set one insid,en,English,0
b8a6e95d2e,british action wouldnt matter,wouldnt matter britain got involv,en,English,0
b6cca1ebc1,,,zh,Chinese,0
60a6ac92ca,alway wait movi dont time read book,read book first never wait movi,en,English,2
3f0b2798e7,การแลกเปลี่ยนที่ไม่ได้คืนกลับมา ได้และเสีย,กำไรและขาดทุนเป็นเหมือนธุรกรรมการแลกเปลี่ยน,th,Thai,2
df973a6578,exempl organis tud a sub deux fusion ncess lentrepris intgre rapid nouveau contrat quel restructur rpondr besoin commercial,fusion deux entrepris seul organis restructur don naissanc environ travail chaotiqu,fr,French,1
b736a28950,distingu president asociacin dental indian represent primer asociacin dental estatal pas complet tal compromis escuel dental,indian nieg compromet ayud escuel dental,es,Spanish,2
04ed433d72,,,hi,Hindi,1
cbc6de9d6f,si commenon nouvel anne fiscal dfic vritabl challeng,dbut dun nouvel exercic na aucun effet affair,fr,French,2
da5df3b8ca,accord financi execut research foundat report transact process routin account activ account payabl payrol extern report consum percent cost within financ,financi world would ok wasnt percent process,en,English,1
df1f4965fd,kutchin kirk cite particular amus exampl robert spitzer man charg dsmiii sit committe includ wife process compos criteriaset masochist person disordera diseas suggest never made dsmiiir revis edit,robert spitzer work unknown kutchin kirk,en,English,2
a07a9388a0,darwin huanza na maisha tayari hapa,darwin alianza na maisha yaliyokuwako,sw,Swahili,0
7c14389b4d,evet baz zel ilgi grubu,grup konuyla ilgili,tr,Turkish,0
8f2f1210e4,two week cute tv satellit dish increas appreci,ive got two week decid wan na keep return,en,English,1
e7658a6a7e,жаргонът пачуко комбинация от английски и испански наричан също кале представляваше интересна смесица от различни лингвистични източници,много хора днес все още говорят една или друга версия на pachuco,bg,Bulgarian,1
e3ac538f43,daniel sat buri light occasion press thing,daniel sat sidewalk cover christma light,en,English,1
0dc27a9b56,euh ny a rien mal quun parent offre tout quel a euh individu comm euh comm,parent peuvent souten leur enfant jusqu quil capabl fair euxmm,fr,French,1
be24d13e62,dis chos comm devr regard ici regard ici montr trois endroit diffrent lordin,dit o cherch,fr,French,0
972baa385b,wanda รู้ดีว่า แม่ของทุกๆคนสามารถที่คิดถึงเรื่องโอกาสใหม่ๆที่เป็นไปได้ ที่คุณได้สร้างขึ้น ซึ่งเธอเรียกว่าเป็นนี้คือสิ่งที่ยอดเยี่ยมที่ได้รับรู้,คุณวันดามีลูกสามคน,th,Thai,1
6b0aa92b21,اپارٹمنٹ، ہوٹل، اور سودا بزنس کی دکانوں کی کربلا چہرے، الیکس سے جنوب مشرقی کے مشرق کارل مارکس الیلی,کارل مارکس الیلی قدیم شکل میں ہے,ur,Urdu,2
84477930b2,took wick blade well,took fierc blade sheath well,en,English,1
fb81989b25,yeah that got first got chill heard radio first time start bomb,bomb korea shock world,en,English,1
be268638f9,monsieur,yes mademoisell,en,English,2
1d96f52685,feder govern achiev surplus shift drain net nation save becom contributor,three year provid largest surplus,en,English,1
3f8f443291,алькаид терроризм стал прост одн пункт плотн повестк дня так стран пакиста саудовск арав,единствен пункт повестк дня пакистан саудовск арав алькаид,ru,Russian,2
f5b5612f8f,پوسٹبلیم آئینی ترمیم کے پہلے،وہاں ایک ایسی محدود تعداد تھی جس نے ریاستوں کو اپنے شہریوں کے خلاف غلطی کے جواب میں جواب دیا,جنگ سے پہلے آئین میں صرف چار ترمیم تھے,ur,Urdu,1
22f04d9aa7,wasnt missenhardt singingmarvel though wasthat made osmin rant thrill,osmin alway calm collect,en,English,2
f6d48bb5a3,show clear enough poor old friend found shed made fool,reliev friend feel well happi,en,English,2
2229afebf4,cop bud white crow ed exley pearc almost mix second,bud white cop year,en,English,1
bad30d0da6,بقدر ما ينطبق برنامج التأمين الاجتماعي على الموظفين الاتحاديين، فإن الشروط والأحكام تكون بشكل عام مماثلة لبرنامج الموظفين الخاصين,يوافق موظفي القطاع الخاص والموظفين الفيدراليين على نفس الشروط والأحكام,ar,Arabic,0
14aee851cc,guess im go,guess im go sinc sister,en,English,1
b046355196,franc knew good thing seiz one britain,franc thought bad,en,English,2
8afb7bc6b6,limpiarکا مطلب ہوتا ہے صاف کرنا اور limpia مشابہ ہے barrida کے۔,لیمپیار کا مطلب ہے رقص کرنا,ur,Urdu,2
7d7c0ea785,theyr illeg dont think would us good outlaw togeth,outlaw gun like probabl wouldnt good,en,English,0
d617a91897,zugang gelnd fr comput mod geffnet,leut brauch sowohl comput mod gelnd betret,de,German,0
0dd89dd243,justic kennedi care law librarian across countri suprem court report,justic kennedi think suprem court report display,en,English,2
b5572bdbde,,,el,Greek,0
b846aabc02,ایک دن، جس ٹیکنالوجی نے آج کی نظریات کے لئے مارکیٹ پیدا کیا ہے وہ روشنی بلب کے طور پر مودی کے طور پر ہو جائے گا,ٹیکنالوجی ہمیشہ مزے کی چیز ہے۔,ur,Urdu,2
170950268e,خوف بعض القراء الأجانب، مع ذلك، تم تحريف كلامه، على الأقل مرة واحدة، على أنه هدد بدفن أمريكا,وأفيد بأنه أراد دفن الأمريكى مع أن هذا لم يكن صحيحا,ar,Arabic,0
def922f31a,egg cattl merri wedg marvel,duck pond,en,English,2
f769a29351,napoleon attackiert zerstrt kataloni heilig schrein klost montserrat,napoleon verantwort fr zerstrung klost montserrat,de,German,0
bf75e3e02c,hatch muslim treat mose great prophet,mose consid prophet muslim,en,English,0
69b87411e3,في نفس الوقت كان المجتمع في المملكة العربية السعودية مكاناً قامت فيه القاعدة بجمع الأموال مباشرة من الأفراد ومن خلال الجمعيات الخيرية,القاعدة لم تحصل على أي أموال من السعوديين,ar,Arabic,2
2c7bd0f0cb,glaub dankbar,gegenb definitiv undankbar,de,German,2
c59f89c959,accommod fluctuat use resourc even would seem reason offer two tier rapid defer air transport use rapid product,possibl form transform either slower expens,en,English,1
277078d7d3,لذلك نحن ندخل مجالا جديدا تماما,نحن نقوم بما قمنا به دائما,ar,Arabic,2
fcbc5f13b7,court offici includ phone number local legal servic offic counti lawyer referr system everi summon,court offici dont get involv figur peopl get legal help,en,English,2
75c3397a19,would trust,trust come,en,English,0
df2014bb79,tatsun puisqu franc a plus larg ventail densit postal volum plus faibl,franc a volum livraison postal plus faibl tatsun,fr,French,0
e03b00b9df,mme lemplac btiment merveil technolog,lemplac btiment tr intress,fr,French,0
d44e1390c0,,,hi,Hindi,1
1142459562,analysi guid economist faith maxim peopl general pretti good look interest,peopl alway look,en,English,1
59ef0a1ed9,خون اور سیلاب کھانے کی طرح نہیں ہیں،,غذا سیلاب اورخون کی نسبت پتھر اور درختوں کی طرح زیادہ ہے۔,ur,Urdu,1
1a9bb94979,lil armstrong tait pianist session a improv rpons sappel muskrat rambl nestc red,cet rpons improvis devint lun pic plus clbre carrir,fr,French,1
5da4023217,insel errol flynn gekauft port antonio niedergelass,errol flynn insel gekauft,de,German,2
b6017d74b7,cadaan heard kal grunt felt hors lift,kal heard cadaan grunt,en,English,2
a3f7cba08e,probabl probabl got everybodi probabl go law school,probabl go law school,en,English,1
1852274c46,това е просто нали знаеш виж ти имаш проблем,вие сте в опасност да бъдете депортирани,bg,Bulgarian,1
a73fd8fef5,atmospher econom crisi stagnant product bank closur rise unemploy conserv want somebodi tougher dynam etern compromis oldstyl politician,bank abl stay afloat case,en,English,1
6730571b99,one broke back length forearm,snap someth long forearm,en,English,0
4a4ba179ae,lifetim extens scr denox catalyst use scrtech high effici ultrason regener process,lifetim extens scr denox catalyst,en,English,0
c5c583795f,particip rulemak process requir public awar opportun particip system allow agenc receiv comment effici effect manner,public need made awar opportun rulemak process,en,English,2
2bedf6e273,need keep finger puls succeed short tourist season,need match custom want three week make happen,en,English,1
3366628981,upriv east bloi huge dens wood park surround km mile high wall brilliant white ceteau de chambord extravag royal resid loir valley,wood full danger creatur ceteau high wall,en,English,1
45a1f929a7,bereit monat seit wahl vergang republikan demokrat klatsch imm ab,woch seit wahl,de,German,2
51a21667ae,فإنه يدفع للعناية والتغذية والإسكان من آلاف النباتات والحيوانات في حديقة الحيوان,تحصل الحيوانات في حديقة الحيوانات على دولار سنوياً كتمويل للرعاية والتغذية,ar,Arabic,1
d9339278b8,einschlag wurd viel gettet schwer verletzt jedoch blieb weitestgeh unversehrt,mensch erlitt ledig gering verletz aufprall,de,German,1
58a57d706e,depend job your men fix power line test lot,drug test men fix power line,en,English,1
f0cd1847cc,est trat,est inclu trat,es,Spanish,2
babb62bba8,museum well laid perfect size relax away coupl hour wet day,museum isnt plan well larg singl visit,en,English,2
7aab4b0c9d,show begin even pm relat melodramat fashion histori istanbul colour floodlight illumin spectacular architectur blue mosqu,show begin nine oclock morn,en,English,2
0f1cc91a0d,,,zh,Chinese,0
eea1741f92,,,zh,Chinese,0
